country_name,country_code,year,cost_healthy_diet_ppp,affordability_ratio,pct_cannot_afford_healthy_diet,veg_cost_share,population,gdp_per_capita,poverty_headcount_pct,food_insecurity_pct
Uganda,UGA,2019,2.93,,75.1,,42999637.0,2441.37445233821,59.8,73.1
Zimbabwe,ZWE,2019,,,,,15271368.0,4165.92242720214,49.2,69.8
Bahrain,BHR,2020,3.42,,,,1483077.0,53436.0316999712,,
Burundi,BDI,2020,3.33,,89.5,,12617036.0,946.413218223156,74.2,
Cambodia,KHM,2020,3.84,,,,16725474.0,5942.45380373929,,41.9
China,CHN,2020,3.16,,24.8,,1426106093.0,18267.4783455827,0.0,
Cote d'Ivoire,CIV,2020,2.73,,49.7,,28915449.0,5543.85096318939,,40.4
Gabon,GAB,2020,3.6,,36.1,,2322539.0,14477.1308291818,,
Jamaica,JAM,2020,4.9,,29.0,,2830739.0,9764.3525879784,,50.3
Jordan,JOR,2020,3.02,,3.0,,10865228.0,10506.7284780872,,
Malta,MLT,2020,3.75,,4.4,,518207.0,49971.8904481582,0.4,5.2
Mongolia,MNG,2020,5.01,,45.2,,3290785.0,13693.179806943,,6.2
Mozambique,MOZ,2020,2.93,,89.0,,30783688.0,1411.62040229911,,
Myanmar,MMR,2020,,,,,53016522.0,5740.99045843992,,25.5
Oman,OMN,2020,2.48,,,,4522497.0,35163.3281781415,,
Peru,PER,2020,3.34,,45.9,,32838579.0,12563.3038060893,10.3,38.9
Thailand,THA,2020,,,,,71641484.0,19156.5820127644,0.1,6.4
United States,USA,2020,2.28,,3.7,,339436159.0,64465.2971415748,0.4,8.0
Bangladesh,BGD,2021,3.83,0.12,47.2,0.2,167658854.0,7441.06913961254,,
Curacao,CUW,2021,4.0,0.23,,0.24,185315.0,24905.7684266978,,
Czechia,CZE,2021,2.9,0.06,4.2,0.25,10530683.0,47796.0337408466,0.1,8.5
Djibouti,DJI,2021,3.65,0.22,55.4,0.19,1121248.0,5960.10807396825,,49.2
Dominican Republic,DOM,2021,4.41,0.14,25.4,0.22,11123476.0,22053.4589869955,1.3,52.1
Fiji,FJI,2021,3.81,0.14,70.1,0.26,916711.0,10322.4279638854,,24.2
Germany,DEU,2021,3.1,0.05,3.5,0.28,83697083.0,62630.7748127737,0.6,3.8
Ghana,GHA,2021,3.5,0.28,64.7,0.13,32518665.0,6607.50297378321,,38.8
Greece,GRC,2021,3.25,0.07,25.3,0.25,10579561.0,33528.2271202515,0.7,6.3
Guatemala,GTM,2021,4.01,0.18,48.7,0.16,17598650.0,11825.141273764,,55.0
"Hong Kong SAR, China",HKG,2021,4.2,0.12,,0.22,7484601.0,65884.9376260603,,
Indonesia,IDN,2021,4.0,0.27,69.7,0.18,276758053.0,12757.0746440204,8.6,4.9
"Korea, Rep.",KOR,2021,5.55,0.11,6.5,0.29,51848397.0,51718.2518656631,0.1,5.6
Lesotho,LSO,2021,4.31,0.44,76.7,0.22,2261542.0,2544.78249551214,,54.8
Mexico,MEX,2021,3.28,0.09,27.4,0.24,127648148.0,20782.5877440905,,23.5
Moldova,MDA,2021,3.08,0.14,10.6,0.14,3023778.0,15682.0703284653,0.2,23.5
Nepal,NPL,2021,3.62,0.18,26.0,0.22,29475010.0,4546.22970006289,,37.4
Nicaragua,NIC,2021,4.06,0.53,27.3,0.22,6644741.0,7119.16874782601,,
Pakistan,PAK,2021,3.3,0.19,62.6,0.12,239477801.0,5367.27364714762,,41.0
Singapore,SGP,2021,3.09,0.12,,0.23,5546290.0,133990.186782104,,6.6
Spain,ESP,2021,2.94,0.06,10.2,0.27,47735664.0,44251.6658222621,0.7,8.0
Syrian Arab Republic,SYR,2021,5.01,0.59,71.2,0.07,21628839.0,4765.52911357702,,
Tunisia,TUN,2021,3.97,0.1,7.6,0.15,12048622.0,12444.3264026887,0.7,28.5
Algeria,DZA,2022,5.01,,43.4,,45477389.0,15833.5847271335,,18.9
"Bahamas, The",BHS,2022,4.97,,,,397538.0,36785.5703317271,,17.2
Bolivia,BOL,2022,4.3,,9.6,,12077154.0,12304.7789380156,3.3,
Bosnia and Herzegovina,BIH,2022,5.54,,14.1,,3204802.0,21651.3043527017,,13.3
Haiti,HTI,2022,5.3,,83.7,,11503606.0,3245.27176023069,,82.8
Iceland,ISL,2022,3.07,,1.8,,380356.0,76592.3392429534,,7.0
Lao PDR,LAO,2022,4.6,,54.7,,7559007.0,8765.05131747163,,36.3
Luxembourg,LUX,2022,3.05,,1.2,,653313.0,146919.145398495,0.1,2.6
Mali,MLI,2022,3.56,,62.4,,23072640.0,3013.94334673825,,20.0
Nigeria,NGA,2022,4.12,,79.7,,223150896.0,8303.64193191685,41.8,73.9
North Macedonia,MKD,2022,4.5,,17.6,,1840233.0,24212.3733096953,,20.2
Sao Tome and Principe,STP,2022,4.17,,47.1,,226305.0,6032.7249522726,,54.6
Senegal,SEN,2022,3.44,,49.8,,17651103.0,4529.50264399113,,29.4
South Sudan,SSD,2022,4.09,,93.8,,11021177.0,,,87.3
St. Lucia,LCA,2022,4.9,,7.8,,178781.0,24433.7034481087,,
Suriname,SUR,2022,5.88,,26.8,,623164.0,20075.6544534114,2.2,35.8
Tanzania,TZA,2022,3.1,,73.8,,64711821.0,3799.26000976563,,58.2
United Kingdom,GBR,2022,2.23,,2.8,,68179315.0,60266.7467325014,,5.7
Bahrain,BHR,2023,4.12,,,,1569666.0,64223.977053306,,
Burundi,BDI,2023,4.5,,91.5,,13689450.0,1147.42440486734,,70.8
Cambodia,KHM,2023,4.47,,,,17423880.0,7436.85544015287,,40.0
China,CHN,2023,3.53,,14.5,,1422584933.0,25200.068112272,,
Cote d'Ivoire,CIV,2023,3.45,,50.0,,31165654.0,7243.14676270142,,38.4
Gabon,GAB,2023,4.45,,39.3,,2484789.0,20772.7726890351,,
Jamaica,JAM,2023,5.83,,26.8,,2839786.0,12661.3324691366,,56.4
Jordan,JOR,2023,3.28,,2.4,,11439213.0,11450.5720698729,,
Malta,MLT,2023,5.07,,4.8,,532956.0,67101.1037962636,0.4,9.2
Mongolia,MNG,2023,6.74,,36.6,,3431932.0,18019.6912274585,,4.8
Mozambique,MOZ,2023,3.82,,89.9,,33635160.0,1680.20873445078,,
Myanmar,MMR,2023,,,,,54133798.0,5958.26424874022,,32.7
Oman,OMN,2023,2.88,,,,5049269.0,41979.5975879711,,
Peru,PER,2023,4.3,,38.3,,33845617.0,17041.5682788302,5.9,41.0
Thailand,THA,2023,,,,,71702435.0,23598.3745068685,0.0,5.4
United States,USA,2023,2.76,,5.2,,343477335.0,82586.7847707891,1.2,10.3
Angola,AGO,2024,5.0,,72.2,,37885849.0,9963.59020874287,,
Brunei Darussalam,BRN,2024,5.89,,,,462721.0,90009.8912498003,,
Burkina Faso,BFA,2024,3.73,,65.1,,23548781.0,2901.04214238045,,
Cabo Verde,CPV,2024,3.8,,51.0,,524877.0,11184.7207350908,,
Canada,CAN,2024,4.27,,3.0,,39742430.0,65482.9454728344,,
Chad,TCD,2024,3.95,,66.7,,20299123.0,2766.98134913811,,
Costa Rica,CRI,2024,4.84,,47.5,,5129910.0,31552.1489834288,1.3,
Estonia,EST,2024,4.67,,10.2,,1360546.0,50395.7686402966,,
Eswatini,SWZ,2024,4.69,,69.1,,1242822.0,11822.961305357,,
Finland,FIN,2024,3.82,,2.0,,5617310.0,65137.1816928289,,
France,FRA,2024,4.0,,3.6,,66548530.0,62524.5434134804,,
"Gambia, The",GMB,2024,4.38,,45.0,,2759988.0,3480.66001035486,,
Grenada,GRD,2024,5.83,,23.2,,117207.0,19903.184889337,,
Guyana,GUY,2024,6.83,,10.0,,831087.0,80271.4254322872,,
India,IND,2024,4.07,,40.6,,1450935791.0,10718.5934040662,,
Iraq,IRQ,2024,4.78,,27.1,,46042015.0,14485.3248937523,,
Israel,ISR,2024,3.55,,22.7,,9387021.0,57277.8631217651,,
Italy,ITA,2024,4.37,,8.5,,59342867.0,62292.9012423008,,
Latvia,LVA,2024,4.91,,17.3,,1871871.0,43873.3777849582,,
Lithuania,LTU,2024,4.23,,13.3,,2859110.0,55699.3734421294,,
Malaysia,MYS,2024,4.27,,1.6,,35557673.0,38835.6013146653,,
Panama,PAN,2024,4.32,,52.3,,4515577.0,41429.5092511481,3.1,
Paraguay,PRY,2024,5.04,,23.2,,6929153.0,18631.6436164051,2.1,
Poland,POL,2024,4.38,,7.8,,38539201.0,51262.5105756884,,
Portugal,PRT,2024,4.17,,14.8,,10425292.0,52512.5651003677,,
Rwanda,RWA,2024,4.52,,72.2,,14256567.0,3784.9629495071,,
Saudi Arabia,SAU,2024,3.02,,,,33962757.0,71936.2510663399,,
South Africa,ZAF,2024,3.89,,57.6,,64007187.0,15478.6456794969,,
St. Kitts and Nevis,KNA,2024,4.97,,,,46843.0,34897.2104637487,,
Tajikistan,TJK,2024,,,,,10590927.0,5413.83109811464,6.1,
Viet Nam,VNM,2024,4.49,,7.9,,100987686.0,16387.9087954113,,
West Bank and Gaza,PSE,2024,3.28,,14.3,,5495443.0,4770.6463157404,,
Angola,AGO,2025,5.18,,72.9,,39040039.0,10251.3457063657,,
Brunei Darussalam,BRN,2025,6.04,,,,466330.0,92429.9262686398,,
Burkina Faso,BFA,2025,3.92,,65.5,,24074580.0,3071.62546744866,,
Cabo Verde,CPV,2025,3.88,,49.3,,527326.0,12165.2989335356,,
Canada,CAN,2025,4.46,,3.0,,40126723.0,66745.8248561648,,
Chad,TCD,2025,4.07,,66.6,,21003705.0,2902.7406157583,,
Costa Rica,CRI,2025,5.04,,41.8,,5152950.0,33814.7696296148,0.8,
Estonia,EST,2025,4.89,,10.2,,1344232.0,52105.5093433416,,
Eswatini,SWZ,2025,4.95,,68.1,,1256174.0,12529.2796629252,,
Finland,FIN,2025,4.0,,2.0,,5623329.0,65884.4876972259,,
France,FRA,2025,4.12,,3.5,,66650804.0,63975.353585864,,
"Gambia, The",GMB,2025,4.49,,43.7,,2822093.0,3705.64184038599,,
Grenada,GRD,2025,6.01,,22.9,,117303.0,21345.9653408221,,
Guyana,GUY,2025,7.02,,9.3,,835986.0,97899.0116180627,,
India,IND,2025,4.11,,35.5,,1463865525.0,11747.9160436011,,
Iraq,IRQ,2025,4.88,,28.0,,47020774.0,14266.7965348226,,
Israel,ISR,2025,3.65,,22.5,,9517181.0,59716.9735387228,,
Italy,ITA,2025,4.55,,8.4,,59146260.0,62802.5108384276,,
Latvia,LVA,2025,5.16,,16.9,,1853559.0,46136.689377286,,
Lithuania,LTU,2025,4.38,,12.3,,2830144.0,56837.8067003598,,
Malaysia,MYS,2025,4.42,,1.4,,35977838.0,41497.6746089548,,
Panama,PAN,2025,4.46,,51.4,,4571189.0,43902.1632084954,,
Paraguay,PRY,2025,5.31,,22.3,,7013078.0,20181.4242826808,,
Poland,POL,2025,4.55,,7.3,,38140910.0,54262.4040405236,,
Portugal,PRT,2025,4.3,,14.4,,10411834.0,53145.7317498942,,
Rwanda,RWA,2025,4.58,,69.7,,14569341.0,4164.436605809,,
Saudi Arabia,SAU,2025,3.07,,,,34566328.0,73783.5613906833,,
South Africa,ZAF,2025,4.02,,57.9,,64747319.0,15905.6794419658,,
St. Kitts and Nevis,KNA,2025,5.16,,,,46922.0,36777.262691657,,
Tajikistan,TJK,2025,,,,,10786734.0,5923.47183321348,,
Viet Nam,VNM,2025,4.59,,7.0,,101598527.0,18088.491587163,,
West Bank and Gaza,PSE,2025,3.95,,17.3,,5589623.0,4999.71301859773,,
Bangladesh,BGD,2017,3.09,,62.8,,162186147.0,4882.60692615639,,
Curacao,CUW,2017,2.95,,,,168516.0,24321.7467432044,,
Czechia,CZE,2017,2.81,,5.7,,10541342.0,39346.030564257,0.0,3.9
Djibouti,DJI,2017,2.93,,56.8,,1054841.0,4676.71336058903,25.4,
Dominican Republic,DOM,2017,3.39,,26.0,,10666843.0,16846.2072320323,1.5,54.4
Fiji,FJI,2017,3.2,,50.6,,918759.0,12585.2777064526,,
Germany,DEU,2017,2.64,,2.8,,83104007.0,54142.7414864571,0.2,3.6
Ghana,GHA,2017,3.54,,67.2,,30008354.0,5170.96094857439,,43.8
Greece,GRC,2017,2.93,,35.7,,10753533.0,28681.6815585005,1.1,16.6
Guatemala,GTM,2017,2.88,,45.5,,16567357.0,9560.1778346272,,43.5
"Hong Kong SAR, China",HKG,2017,3.33,,,,7444891.0,59260.9131761938,,
Indonesia,IDN,2017,3.61,,74.4,,267346658.0,10687.6409218443,14.8,7.6
"Korea, Rep.",KOR,2017,4.73,,12.2,,51486270.0,43155.9100867658,0.2,5.4
Lesotho,LSO,2017,3.59,,70.7,,2157110.0,2618.81820770145,41.9,
Mexico,MEX,2017,2.9,,31.6,,123400057.0,20488.715079135,,23.0
Moldova,MDA,2017,2.34,,11.3,,3193497.0,11252.1135465283,0.1,24.6
Nepal,NPL,2017,3.33,,34.7,,28011258.0,3604.70825949747,,31.6
Nicaragua,NIC,2017,3.72,,25.5,,6316231.0,6225.34702574846,,
Pakistan,PAK,2017,2.97,,59.3,,223273967.0,4789.53646557553,,12.8
Singapore,SGP,2017,2.78,,,,5604078.0,96056.7007948924,,4.1
Spain,ESP,2017,2.53,,12.6,,46868596.0,39825.2498116292,0.8,7.5
Syrian Arab Republic,SYR,2017,2.5,,57.3,,19224668.0,3265.07016871603,,
Tunisia,TUN,2017,3.66,,8.1,,11650498.0,11288.7800135085,,20.0
Armenia,ARM,2018,3.31,,51.6,,2909965.0,12877.4937543553,2.9,14.8
Belarus,BLR,2018,3.13,,2.8,,9480031.0,20025.9815543598,0.0,
Brazil,BRA,2018,3.23,,27.7,,206107261.0,15463.7426393889,6.9,14.2
Central African Republic,CAF,2018,3.05,,86.1,,4878657.0,905.817788941094,,
Comoros,COM,2018,4.43,,57.1,,771590.0,3304.54845189026,,
"Congo, Rep.",COG,2018,3.16,,74.0,,5483118.0,5593.19370578686,,
Honduras,HND,2018,3.66,,39.6,,9765210.0,5633.3832384519,19.8,40.9
Hungary,HUN,2018,3.45,,37.4,,9774394.0,32258.2577892511,,6.9
"Iran, Islamic Rep.",IRN,2018,3.11,,32.6,,86117998.0,15324.0674634637,3.2,40.6
Japan,JPN,2018,5.65,,16.7,,126913432.0,43090.0699981402,1.0,3.2
Kuwait,KWT,2018,2.18,,,,4323387.0,51370.7320595252,,12.3
Mauritania,MRT,2018,3.92,,49.9,,4337685.0,5429.23223059784,,35.9
Morocco,MAR,2018,2.5,,13.0,,35839760.0,7801.0986328125,,
Namibia,NAM,2018,3.26,,45.9,,2577327.0,9853.73533646074,,56.5
Netherlands,NLD,2018,2.27,,1.7,,17421280.0,58819.2609142584,0.1,5.1
New Zealand,NZL,2018,2.57,,,,4900847.0,42475.2252680795,,13.9
Norway,NOR,2018,3.43,,1.7,,5311752.0,72618.1053391628,0.3,4.8
Russian Federation,RUS,2018,2.28,,21.9,,146430146.0,28628.5625,0.2,7.1
Seychelles,SYC,2018,3.5,,45.0,,115040.0,32091.2988657346,0.7,
Slovenia,SVN,2018,2.7,,3.2,,2069481.0,38620.2045436305,0.0,10.2
Sudan,SDN,2018,,,,,44230596.0,4199.25048828125,,
Sweden,SWE,2018,2.77,,5.3,,10175405.0,52962.1832555021,0.9,5.7
Switzerland,CHE,2018,2.45,,1.8,,8516344.0,72169.4717767024,0.0,2.6
Uganda,UGA,2018,3.03,,75.9,,41565831.0,2312.05752813495,,75.0
Zimbabwe,ZWE,2018,,,,,15034452.0,3992.890718675,,66.7
Belgium,BEL,2019,2.16,,1.4,,11490618.0,56712.469571978,0.1,3.7
Belize,BLZ,2019,2.9,,17.5,,385829.0,10499.962073199,,39.0
Bermuda,BMU,2019,3.12,,,,64107.0,90984.4576708318,,
"Congo, Dem. Rep.",COD,2019,3.56,,93.2,,92947442.0,1056.17206659241,,69.2
Ecuador,ECU,2019,2.63,,25.5,,17340021.0,12543.0148243925,4.6,32.7
"Egypt, Arab Rep.",EGY,2019,3.98,,36.8,,107553158.0,13363.732696323,2.0,27.8
Equatorial Guinea,GNQ,2019,3.81,,56.8,,1670177.0,16451.3641478324,,
Guinea,GIN,2019,3.05,,45.4,,13034346.0,3105.82789015443,,
Kazakhstan,KAZ,2019,2.28,,8.6,,19209555.0,28689.2710838374,0.1,2.6
Kyrgyz Republic,KGZ,2019,2.94,,36.3,,6494035.0,5304.22758314405,4.9,6.4
Liberia,LBR,2019,3.51,,67.4,,5043721.0,1899.52200972855,,80.6
Madagascar,MDG,2019,3.21,,83.0,,28219554.0,1612.29772715626,,59.6
Malawi,MWI,2019,2.77,,87.8,,19025752.0,1450.01008064784,75.4,79.9
Maldives,MDV,2019,3.28,,6.1,,487731.0,23077.2112236652,0.0,13.4
Philippines,PHL,2019,3.47,,47.2,,110804683.0,8924.10116402887,,42.7
Qatar,QAT,2019,2.45,,1.9,,2797921.0,107502.469793988,,
Sierra Leone,SLE,2019,2.76,,61.5,,7731991.0,2704.05835704649,,85.3
St. Vincent and the Grenadines,VCT,2019,4.48,,,,104167.0,15339.5560281064,,33.3
Turks and Caicos Islands,TCA,2019,,,,,43166.0,31173.3797811743,,
Zambia,ZMB,2019,2.88,,84.0,,18513839.0,3361.39750299612,,52.5
Algeria,DZA,2020,4.2,,43.2,,44042091.0,12676.5130564294,,19.0
"Bahamas, The",BHS,2020,4.19,,,,395863.0,27204.625909518,,17.2
Bolivia,BOL,2020,3.78,,10.8,,11816299.0,9580.98962081658,4.2,
Bosnia and Herzegovina,BIH,2020,4.34,,16.1,,3299349.0,16369.9392465531,,12.6
Haiti,HTI,2020,4.57,,81.5,,11243848.0,3103.18066312462,,82.5
Iceland,ISL,2020,2.7,,2.2,,366614.0,56840.7423583166,,6.3
Lao PDR,LAO,2020,4.22,,58.2,,7346533.0,7913.38660650276,,31.8
Luxembourg,LUX,2020,2.62,,0.8,,630597.0,122066.739147202,0.0,2.8
Mali,MLI,2020,3.04,,56.6,,21713836.0,2723.70094784441,,21.9
Nigeria,NGA,2020,3.41,,75.8,,213996181.0,7414.77495538401,,62.9
North Macedonia,MKD,2020,3.52,,21.7,,1872015.0,19962.153035286,,20.9
Sao Tome and Principe,STP,2020,3.29,,45.0,,217435.0,5144.53560286014,,54.6
Senegal,SEN,2020,2.88,,49.0,,16789219.0,3752.91947490817,,31.6
South Sudan,SSD,2020,3.41,,92.8,,10698467.0,,,86.4
St. Lucia,LCA,2020,4.41,,11.2,,178250.0,15135.6187398708,,
Suriname,SUR,2020,4.94,,26.2,,612317.0,16946.8942361914,,35.8
Tanzania,TZA,2020,2.64,,73.9,,60972798.0,3290.60986328125,,57.6
United Kingdom,GBR,2020,1.86,,3.0,,67351861.0,48719.8339897935,0.5,3.5
Antigua and Barbuda,ATG,2021,4.92,0.18,,0.26,92349.0,25745.4958067746,,13.5
Argentina,ARG,2021,,0.08,,0.18,45312281.0,26300.274261175,1.4,36.9
Aruba,ABW,2021,4.43,0.2,,0.25,107558.0,35207.1709088639,,
Austria,AUT,2021,2.42,0.05,3.4,0.3,8967057.0,62968.8538770186,0.5,4.3
Botswana,BWA,2021,3.41,0.22,59.2,0.17,2401441.0,17960.6254447437,,56.3
British Virgin Islands,VGB,2021,3.94,0.15,,0.25,37809.0,,,
Cameroon,CMR,2021,3.41,0.36,52.6,0.12,26915758.0,4793.55628200196,26.7,59.2
Colombia,COL,2021,3.3,0.18,41.3,0.24,51188173.0,17383.0901728295,11.2,31.6
Croatia,HRV,2021,3.71,0.09,18.4,0.24,3924610.0,36930.076102199,0.3,9.7
Ethiopia,ETH,2021,3.88,0.37,74.7,0.1,122138588.0,2588.41310213778,38.6,58.1
Guinea-Bissau,GNB,2021,3.45,0.36,67.0,0.25,2058841.0,2522.12869240841,39.9,62.4
Montenegro,MNE,2021,3.63,0.06,14.0,0.24,603851.0,23689.9791090651,2.5,12.9
Niger,NER,2021,4.02,0.58,87.6,0.13,24502140.0,1587.84784907329,60.5,50.2
Romania,ROU,2021,3.22,0.05,31.0,0.16,19248161.0,37534.0002643549,2.0,16.2
Serbia,SRB,2021,4.01,0.13,9.8,0.21,8576876.0,23406.3065657117,1.7,14.8
Slovak Republic,SVK,2021,3.01,0.05,22.2,0.31,5442759.0,38330.302743447,0.3,8.3
United Arab Emirates,ARE,2021,2.66,0.11,2.9,0.11,9789048.0,68580.1312912676,,
Uruguay,URY,2021,3.65,0.1,37.4,0.2,3396695.0,29431.8738833361,0.2,15.2
Uzbekistan,UZB,2021,4.06,0.38,19.8,0.12,34243696.0,9705.60054565692,4.4,26.1
Bahrain,BHR,2022,3.74,,,,1533459.0,61667.8791526737,,
Burundi,BDI,2022,4.0,,90.5,,13321097.0,1101.23579609841,,70.8
Cambodia,KHM,2022,4.25,,,,17201724.0,6917.7197730003,,43.2
China,CHN,2022,3.41,,17.4,,1425179569.0,23028.4517927066,0.0,
Cote d'Ivoire,CIV,2022,3.25,,51.1,,30395002.0,6718.37891572875,,39.4
Gabon,GAB,2022,4.18,,38.7,,2430747.0,19989.3886367516,,
Jamaica,JAM,2022,5.41,,26.8,,2839144.0,11885.8863913319,,55.1
Jordan,JOR,2022,3.2,,2.5,,11256263.0,10880.9956299022,,
Malta,MLT,2022,4.43,,5.5,,528192.0,60623.0076694404,0.1,8.2
Mongolia,MNG,2022,6.17,,38.6,,3386015.0,16399.3900820069,0.4,4.9
Mozambique,MOZ,2022,3.57,,89.9,,32656246.0,1581.76710168717,81.4,
Myanmar,MMR,2022,,,,,53756787.0,5731.02947916374,,32.0
Oman,OMN,2022,2.7,,,,4730226.0,42609.5810436221,,
Peru,PER,2022,3.94,,36.7,,33475438.0,16673.6937563476,4.8,42.5
Thailand,THA,2022,,,,,71735329.0,22245.6387597542,0.0,6.5
United States,USA,2022,2.63,,5.4,,341534046.0,78008.6895811877,1.4,9.3
Algeria,DZA,2023,5.41,,43.5,,46164219.0,16838.3550419037,,17.6
"Bahamas, The",BHS,2023,5.26,,,,399440.0,39122.340470849,,
Bolivia,BOL,2023,4.57,,9.0,,12244159.0,12902.7509503368,2.8,
Bosnia and Herzegovina,BIH,2023,6.31,,13.8,,3185073.0,23376.3069324282,,9.9
Haiti,HTI,2023,5.53,,84.4,,11637398.0,3264.65805430675,,83.2
Iceland,ISL,2023,3.43,,1.8,,387558.0,82256.5277425273,,7.8
Lao PDR,LAO,2023,5.07,,54.9,,7664993.0,9299.44710059913,,35.6
Luxembourg,LUX,2023,3.55,,0.8,,665098.0,152596.126692093,0.1,2.6
Mali,MLI,2023,3.72,,61.8,,23769127.0,3178.41515939915,,20.6
Nigeria,NGA,2023,4.39,,80.9,,227882945.0,8711.68686099289,,74.8
North Macedonia,MKD,2023,5.05,,17.2,,1831802.0,25354.144126576,,15.2
Sao Tome and Principe,STP,2023,4.43,,48.5,,230871.0,6155.05042011344,,
Senegal,SEN,2023,3.63,,49.4,,18077573.0,4781.55234083159,,29.1
South Sudan,SSD,2023,3.76,,92.6,,11483374.0,,,88.1
St. Lucia,LCA,2023,5.22,,7.8,,179285.0,26253.9280339233,,
Suriname,SUR,2023,6.4,,27.2,,628886.0,21127.5975244081,,
Tanzania,TZA,2023,3.32,,73.9,,66617606.0,4021.82885742188,,58.0
United Kingdom,GBR,2023,2.64,,3.0,,68682962.0,60786.7193353069,,6.9
Albania,ALB,2024,4.99,,12.6,,2791765.0,26701.7649330157,,
Australia,AUS,2024,3.23,,3.2,,26713205.0,72117.8826659555,,
Azerbaijan,AZE,2024,4.2,,0.7,,10336577.0,25146.3588844273,,
Barbados,BRB,2024,,,,,282467.0,24539.6254147583,,
Benin,BEN,2024,3.39,,54.1,,14462724.0,4441.00443511982,,
Bhutan,BTN,2024,5.96,,4.1,,791524.0,17762.4053956096,,
Bulgaria,BGR,2024,5.52,,23.1,,6757689.0,41969.595471884,,
Cayman Islands,CYM,2024,4.65,,,,74457.0,92201.086358256,,
Chile,CHL,2024,5.54,,38.1,,19764771.0,36070.892945837,0.4,
Cyprus,CYP,2024,4.08,,1.7,,1358282.0,63006.765625,,
Denmark,DNK,2024,3.28,,1.3,,5977412.0,80937.8001363997,,
Dominica,DMA,2024,6.46,,,,66205.0,21331.6193698018,,
El Salvador,SLV,2024,,,,,6338193.0,13258.1805042704,,
Ireland,IRL,2024,3.0,,1.2,,5255017.0,140779.203379453,,
Kenya,KEN,2024,4.26,,76.4,,56432944.0,6649.67919174449,,
Lebanon,LBN,2024,6.45,,45.6,,5805962.0,11917.4502960889,,
Mauritius,MUS,2024,4.75,,19.1,,1271169.0,31696.7381226145,,
Sint Maarten,SXM,2024,5.11,,,,43350.0,53846.7442635227,,
"Somalia, Fed. Rep.",SOM,2024,,,,,19009151.0,1604.29116285918,,
Sri Lanka,LKA,2024,5.03,,36.3,,23103565.0,15701.0907191253,,
Togo,TGO,2024,3.77,,54.1,,8406558.0,3814.83532681353,,
Trinidad and Tobago,TTO,2024,5.56,,32.0,,1507782.0,36381.2720794439,,
Albania,ALB,2025,5.16,,11.9,,2771508.0,28220.7950617158,,
Australia,AUS,2025,3.33,,3.2,,26974026.0,71934.4033931263,,
Azerbaijan,AZE,2025,4.37,,0.7,,10397713.0,26112.5306828203,,
Barbados,BRB,2025,,,,,282623.0,25893.8676913012,,
Benin,BEN,2025,3.58,,53.5,,14814460.0,4816.87504692826,,
Bhutan,BTN,2025,6.17,,3.7,,796682.0,19594.0028382994,,
Bulgaria,BGR,2025,5.75,,20.7,,6714560.0,44451.1001576913,,
Cayman Islands,CYM,2025,4.8,,,,75844.0,,,
Chile,CHL,2025,5.65,,36.8,,19859921.0,37774.0879069903,,
Cyprus,CYP,2025,4.18,,1.5,,1370754.0,64574.62109375,,
Denmark,DNK,2025,3.47,,1.3,,6002507.0,83218.071525634,,
Dominica,DMA,2025,6.69,,,,65871.0,22713.1288027433,,
El Salvador,SLV,2025,,,,,6365503.0,14101.1774819291,,
Ireland,IRL,2025,3.14,,0.9,,5308039.0,155089.413131749,,
Kenya,KEN,2025,4.5,,76.3,,57532493.0,7015.93578839722,,
Lebanon,LBN,2025,6.97,,46.4,,5849421.0,,,
Mauritius,MUS,2025,4.84,,17.8,,1268280.0,33666.64355884,,
Sint Maarten,SXM,2025,5.26,,,,43923.0,56490.5015205836,,
"Somalia, Fed. Rep.",SOM,2025,,,,,19654739.0,1642.77032278186,,
Sri Lanka,LKA,2025,5.21,,34.9,,23229470.0,17065.0298635432,,
Togo,TGO,2025,3.95,,53.7,,8591626.0,4079.36376686718,,
Trinidad and Tobago,TTO,2025,5.82,,32.0,,1511155.0,37121.2050020847,,
Algeria,DZA,2017,4.09,,41.3,,41689299.0,13493.560749484,,19.8
"Bahamas, The",BHS,2017,4.2,,,,390485.0,34282.1710357791,,
Bolivia,BOL,2017,3.62,,14.4,,11344587.0,10420.3923250933,6.4,
Bosnia and Herzegovina,BIH,2017,4.07,,18.3,,3428682.0,13627.0836811249,,8.7
Haiti,HTI,2017,3.93,,77.6,,10817754.0,3339.38884653446,,
Iceland,ISL,2017,2.38,,0.9,,343531.0,56385.0430004634,0.0,6.8
Lao PDR,LAO,2017,3.74,,59.9,,7018147.0,7141.90652701767,,
Luxembourg,LUX,2017,2.46,,3.0,,596495.0,114985.842235989,0.3,3.3
Mali,MLI,2017,2.97,,59.2,,19813011.0,2606.69607954141,,25.9
Nigeria,NGA,2017,2.78,,68.6,,200254579.0,7036.67414358958,,42.8
North Macedonia,MKD,2017,3.29,,24.5,,1940879.0,17161.0354680695,5.6,14.3
Sao Tome and Principe,STP,2017,2.31,,45.0,,206970.0,3436.31010124694,13.0,
Senegal,SEN,2017,2.65,,54.7,,15475002.0,3229.51026655477,,35.8
South Sudan,SSD,2017,3.13,,91.4,,10259154.0,,,85.1
St. Lucia,LCA,2017,3.6,,8.3,,176342.0,16130.9721097011,,22.2
Suriname,SUR,2017,4.4,,21.6,,593713.0,17567.6802396432,,
