country_name,country_code,year,cost_healthy_diet_ppp,affordability_ratio,pct_cannot_afford_healthy_diet,veg_cost_share,population,gdp_per_capita,poverty_headcount_pct,food_insecurity_pct
Tunisia,TUN,2022,4.38,,7.6,,12119334.0,13616.380720945,,26.7
Antigua and Barbuda,ATG,2023,5.8,,,,93316.0,31892.5519402733,,13.5
Argentina,ARG,2023,,,,,45538401.0,30246.4069577192,1.2,33.8
Aruba,ABW,2023,5.18,,,,107939.0,47521.8765471843,,
Austria,AUT,2023,3.12,,2.8,,9130429.0,74261.1961105071,0.5,4.7
Botswana,BWA,2023,4.01,,58.7,,2480244.0,21029.4218686605,,53.9
British Virgin Islands,VGB,2023,5.61,,,,38985.0,,,
Cameroon,CMR,2023,4.2,,55.0,,28372687.0,5415.22890256369,,61.2
Colombia,COL,2023,4.82,,39.3,,52321152.0,21281.7475207548,8.6,27.8
Croatia,HRV,2023,4.82,,14.3,,3896023.0,47759.6272293173,0.3,6.0
Ethiopia,ETH,2023,4.45,,72.3,,128691692.0,3063.42789983124,,61.4
Guinea-Bissau,GNB,2023,3.98,,66.6,,2153339.0,2955.52345541775,,
Montenegro,MNE,2023,5.04,,10.2,,633552.0,31862.873635118,,10.4
Niger,NER,2023,4.68,,87.5,,26159867.0,1902.69710752042,,50.9
Romania,ROU,2023,4.15,,22.7,,19118479.0,45981.6373404846,0.7,18.6
Serbia,SRB,2023,5.56,,10.3,,8473232.0,29776.9743496564,1.1,9.5
Slovak Republic,SVK,2023,4.41,,29.2,,5518055.0,45864.6125430469,0.5,7.5
United Arab Emirates,ARE,2023,3.11,,2.0,,10642081.0,78019.5228244288,,3.6
Uruguay,URY,2023,4.29,,35.4,,3388081.0,34545.6803727886,0.2,16.2
Uzbekistan,UZB,2023,4.78,,13.6,,35652307.0,11678.6257366395,4.1,24.4
Armenia,ARM,2024,4.37,,46.6,,2973840.0,22856.32510991,0.8,
Belarus,BLR,2024,3.83,,0.7,,9056696.0,33166.3827902975,,
Brazil,BRA,2024,4.69,,21.4,,211998573.0,22370.9182253225,3.0,
Central African Republic,CAF,2024,4.25,,87.5,,5330690.0,1264.93671692975,,
Comoros,COM,2024,5.24,,48.5,,866628.0,4047.95264193561,5.1,
"Congo, Rep.",COG,2024,4.43,,78.1,,6332961.0,7003.66225819816,,
Honduras,HND,2024,4.75,,35.2,,10825703.0,7502.56902428309,15.7,
Hungary,HUN,2024,5.25,,30.0,,9676135.0,48540.1614792293,,
"Iran, Islamic Rep.",IRN,2024,4.45,,35.7,,91567738.0,19902.7484779621,,
Japan,JPN,2024,7.79,,13.3,,123753041.0,54156.2687689605,,
Kuwait,KWT,2024,3.09,,,,4934507.0,53119.3783662664,,
Mauritania,MRT,2024,5.4,,51.7,,5169395.0,7379.45422386145,,
Morocco,MAR,2024,3.54,,13.1,,38081173.0,10430.2490234375,,
Namibia,NAM,2024,4.67,,47.8,,3030131.0,11697.9201596588,,
Netherlands,NLD,2024,3.45,,1.1,,18228742.0,85218.3689343246,,
New Zealand,NZL,2024,3.54,,,,5213944.0,55793.9990422226,,
Norway,NOR,2024,4.67,,1.2,,5576660.0,105657.0339185,,
Russian Federation,RUS,2024,3.27,,12.8,,144820423.0,47686.06640625,,
Seychelles,SYC,2024,4.31,,45.2,,130418.0,33339.491987317,,
Slovenia,SVN,2024,4.02,,2.3,,2118697.0,57570.5904042272,,
Sudan,SDN,2024,,,,,50448963.0,2118.88891601563,,
Sweden,SWE,2024,4.09,,4.8,,10606999.0,71221.9379308266,,
Switzerland,CHE,2024,3.16,,1.1,,8921981.0,97467.7447151829,,
Uganda,UGA,2024,3.65,,74.4,,50015092.0,3278.02086557843,,
Zimbabwe,ZWE,2024,,,,,16634373.0,5932.87021993648,,
Armenia,ARM,2025,4.56,,44.0,,2952365.0,24754.2118320452,,
Belarus,BLR,2025,4.01,,0.6,,8997603.0,34715.9778689211,,
Brazil,BRA,2025,4.89,,21.1,,212812405.0,23433.2897595431,,
Central African Republic,CAF,2025,4.34,,87.6,,5513282.0,1313.8765680523,,
Comoros,COM,2025,5.47,,48.6,,882847.0,4238.26133409182,,
"Congo, Rep.",COG,2025,4.48,,77.3,,6484437.0,7248.44439070757,,
Honduras,HND,2025,4.85,,34.2,,11005850.0,7871.09129065536,,
Hungary,HUN,2025,5.36,,29.8,,9632287.0,49837.6008411067,,
"Iran, Islamic Rep.",IRN,2025,4.8,,37.4,,92417681.0,19699.2193549189,,
Japan,JPN,2025,8.27,,13.2,,123103479.0,55421.8797530311,,
Kuwait,KWT,2025,3.26,,,,5026078.0,56467.7272075432,,
Mauritania,MRT,2025,5.57,,50.9,,5315065.0,7675.51996658445,,
Morocco,MAR,2025,3.64,,12.4,,38430770.0,11111.7080078125,,
Namibia,NAM,2025,4.88,,47.9,,3092816.0,11985.7200318677,,
Netherlands,NLD,2025,3.56,,1.1,,18346819.0,87320.1477254029,,
New Zealand,NZL,2025,3.71,,,,5251899.0,57350.3627657521,,
Norway,NOR,2025,4.91,,1.2,,5623071.0,104043.666429243,,
Russian Federation,RUS,2025,3.39,,12.4,,143997393.0,49568.140625,,
Seychelles,SYC,2025,4.4,,43.3,,132779.0,35854.0281615068,,
Slovenia,SVN,2025,4.26,,2.3,,2117072.0,59244.7106359661,,
Sudan,SDN,2025,,,,,51662147.0,2192.27221679688,,
Sweden,SWE,2025,4.35,,4.9,,10656633.0,72528.8892631159,,
Switzerland,CHE,2025,3.22,,1.1,,8967407.0,102513.347221899,,
Uganda,UGA,2025,3.74,,73.6,,51384894.0,3487.69797525182,,
Zimbabwe,ZWE,2025,,,,,16950795.0,6470.41613223905,,
Armenia,ARM,2017,3.22,,51.4,,2914963.0,12066.0043093819,2.4,17.1
Belarus,BLR,2017,3.13,,4.7,,9495790.0,18413.747563367,0.0,
Brazil,BRA,2017,3.15,,28.8,,204703445.0,14559.0488897004,7.0,15.5
Central African Republic,CAF,2017,2.92,,86.1,,4793511.0,883.810734876066,,
Comoros,COM,2017,4.47,,59.2,,756669.0,3347.45652997484,,
"Congo, Rep.",COG,2017,3.04,,73.3,,5351011.0,4444.63900215824,,
Honduras,HND,2017,3.69,,40.6,,9588137.0,5620.65455247733,19.3,41.1
Hungary,HUN,2017,3.36,,41.0,,9785604.0,29728.0121568801,0.9,8.8
"Iran, Islamic Rep.",IRN,2017,3.01,,29.9,,85026754.0,15719.416701551,2.7,42.4
Japan,JPN,2017,5.48,,13.7,,127064690.0,42346.876013211,0.6,3.2
Kuwait,KWT,2017,2.13,,,,4154685.0,46565.5499504554,,12.3
Mauritania,MRT,2017,3.86,,49.8,,4210600.0,5353.06608810409,,32.3
Morocco,MAR,2017,2.63,,13.7,,35446392.0,8115.12060546875,,
Namibia,NAM,2017,3.26,,45.4,,2506853.0,9887.9393548255,,55.3
Netherlands,NLD,2017,2.21,,1.9,,17315370.0,56037.567993606,0.2,5.1
New Zealand,NZL,2017,2.65,,,,4812752.0,42205.9071706198,,13.3
Norway,NOR,2017,3.32,,1.9,,5276802.0,66828.7790099243,0.3,4.8
Russian Federation,RUS,2017,2.25,,22.9,,146186799.0,25777.904296875,0.4,7.9
Seychelles,SYC,2017,3.53,,46.5,,112427.0,30674.6487335442,,14.3
Slovenia,SVN,2017,2.6,,4.7,,2062410.0,36180.0384547624,0.0,11.2
Sudan,SDN,2017,,,,,42714306.0,4252.42138671875,,
Sweden,SWE,2017,2.71,,4.2,,10057862.0,51386.5907915775,0.3,5.4
Switzerland,CHE,2017,2.39,,1.9,,8453628.0,69317.5993921633,0.0,3.1
Uganda,UGA,2017,3.12,,77.2,,40177388.0,2157.95747503369,,76.0
Zimbabwe,ZWE,2017,,,,,14812482.0,10756.4454416985,44.7,67.0
Bangladesh,BGD,2018,3.26,,58.5,,163523103.0,5490.15881865179,,
Curacao,CUW,2018,3.13,,,,181583.0,24623.0413085512,,
Czechia,CZE,2018,2.83,,5.1,,10548937.0,41638.1831076596,0.0,3.8
Djibouti,DJI,2018,3.08,,55.7,,1071882.0,5083.11077030183,,
Dominican Republic,DOM,2018,3.48,,22.6,,10782053.0,17994.8382742736,1.1,52.6
Fiji,FJI,2018,3.27,,52.5,,917180.0,12984.2072545454,,
Germany,DEU,2018,2.77,,2.5,,83368505.0,56320.6026829454,0.1,3.5
Ghana,GHA,2018,3.51,,66.1,,30637585.0,5536.49795400218,,39.5
Greece,GRC,2018,2.99,,33.3,,10730844.0,29792.0592519585,0.2,13.3
Guatemala,GTM,2018,3.13,,46.6,,16845685.0,9946.80252245268,,45.2
"Hong Kong SAR, China",HKG,2018,3.44,,,,7471194.0,60900.2752924537,,
Indonesia,IDN,2018,3.68,,71.7,,269951846.0,11372.0971987612,12.5,7.0
"Korea, Rep.",KOR,2018,4.92,,10.3,,51640894.0,45511.0803506331,0.2,5.2
Lesotho,LSO,2018,3.63,,71.5,,2183603.0,2632.28775223004,,49.7
Mexico,MEX,2018,2.97,,30.4,,124573711.0,20921.4775294879,3.9,23.8
Moldova,MDA,2018,2.47,,9.3,,3153773.0,11868.1955463223,0.0,27.5
Nepal,NPL,2018,3.32,,28.9,,28079689.0,3956.12461094443,,33.8
Nicaragua,NIC,2018,3.73,,27.5,,6400080.0,5935.16693631386,,
Pakistan,PAK,2018,2.91,,58.0,,226928892.0,4979.3734961655,16.5,14.2
Singapore,SGP,2018,2.86,,,,5634369.0,104198.419110899,,4.7
Spain,ESP,2018,2.57,,12.0,,47092821.0,41015.1565755187,1.0,8.6
Syrian Arab Republic,SYR,2018,2.55,,44.2,,19577845.0,3455.89168825346,,
Tunisia,TUN,2018,3.72,,7.6,,11765514.0,11841.4061980603,,22.1
Antigua and Barbuda,ATG,2019,4.38,,,,91364.0,26550.589844733,,
Argentina,ARG,2019,,,,,44973465.0,23516.8261980886,1.7,35.8
Aruba,ABW,2019,4.28,,,,107076.0,38554.7167828184,,
Austria,AUT,2019,2.19,,2.8,,8880876.0,60354.9279422121,0.6,3.0
Botswana,BWA,2019,3.04,,59.4,,2332083.0,15960.0156143903,,54.0
British Virgin Islands,VGB,2019,3.61,,,,36395.0,,,
Cameroon,CMR,2019,2.9,,50.8,,25506095.0,4241.11174920592,,56.4
Colombia,COL,2019,2.95,,37.7,,49907985.0,16181.5908990662,11.3,28.5
Croatia,HRV,2019,3.44,,23.5,,3986334.0,33063.9987060793,0.4,11.0
Ethiopia,ETH,2019,3.27,,67.9,,115737383.0,2242.44488312932,,56.3
Guinea-Bissau,GNB,2019,3.14,,62.7,,1967696.0,2247.29524698075,,62.0
Montenegro,MNE,2019,3.49,,16.6,,611667.0,23705.3800229705,2.5,13.5
Niger,NER,2019,3.34,,84.2,,22947757.0,1367.56106521216,,50.1
Romania,ROU,2019,3.04,,43.4,,19501542.0,33425.1219389628,3.1,13.9
Serbia,SRB,2019,3.84,,15.6,,8721195.0,20587.2567440786,2.7,12.0
Slovak Republic,SVK,2019,2.69,,18.1,,5450626.0,33985.6758419661,0.2,6.0
United Arab Emirates,ARE,2019,2.87,,2.9,,9377847.0,79816.3029999451,,
Uruguay,URY,2019,3.08,,32.8,,3397206.0,25782.6937211734,0.1,14.0
Uzbekistan,UZB,2019,4.0,,20.1,,32964701.0,8909.36758868309,,19.7
Angola,AGO,2020,3.7,,69.6,,33451132.0,7782.15153413853,,77.7
Brunei Darussalam,BRN,2020,4.55,,,,447404.0,69787.9632795717,,
Burkina Faso,BFA,2020,2.8,,63.2,,21478690.0,2380.72282781802,,40.1
Cabo Verde,CPV,2020,2.83,,60.6,,514679.0,6852.57669930355,,35.4
Canada,CAN,2020,3.33,,1.4,,38171902.0,48590.748859725,0.1,6.5
Chad,TCD,2020,2.95,,62.2,,17224679.0,2185.99034173537,,72.2
Costa Rica,CRI,2020,3.56,,61.4,,5034320.0,22245.4328793441,3.4,15.9
Estonia,EST,2020,3.43,,9.2,,1329669.0,40672.1340402132,0.4,7.9
Eswatini,SWZ,2020,3.49,,68.1,,1192729.0,9329.30453360939,,59.4
Finland,FIN,2020,2.81,,0.8,,5529612.0,53296.5792798852,0.0,8.8
France,FRA,2020,2.94,,3.2,,65905277.0,49481.8044309655,0.1,5.9
"Gambia, The",GMB,2020,3.18,,44.8,,2515733.0,2530.80414937307,22.0,58.0
Grenada,GRD,2020,4.51,,29.4,,116341.0,14361.1267154452,,22.3
Guyana,GUY,2020,5.41,,58.0,,807481.0,16819.4228714695,,
India,IND,2020,3.23,,56.2,,1402617695.0,6766.06119055994,,
Iraq,IRQ,2020,3.5,,27.3,,42116605.0,10573.9304750715,,
Israel,ISR,2020,2.61,,21.8,,8800376.0,40969.2987342816,0.7,9.7
Italy,ITA,2020,3.09,,9.5,,59912769.0,44435.6434393527,0.9,
Latvia,LVA,2020,3.28,,20.4,,1901123.0,32741.4207691987,0.5,9.4
Lithuania,LTU,2020,3.07,,10.5,,2795765.0,41262.7276941725,0.5,9.8
Malaysia,MYS,2020,3.43,,3.6,,33889558.0,27474.7361378236,,15.4
Panama,PAN,2020,3.65,,55.6,,4293261.0,27017.0033688951,,
Paraguay,PRY,2020,3.73,,27.8,,6603739.0,14308.8787738328,2.6,25.3
Poland,POL,2020,3.38,,11.6,,38171012.0,37089.3004256812,0.2,7.4
Portugal,PRT,2020,2.87,,16.1,,10370519.0,35966.712796561,0.6,11.6
Rwanda,RWA,2020,3.3,,79.1,,13065837.0,2355.13640819609,,
Saudi Arabia,SAU,2020,2.43,,,,30991207.0,47518.4877485153,,
South Africa,ZAF,2020,3.0,,59.9,,60562381.0,12671.0862436851,,19.0
St. Kitts and Nevis,KNA,2020,3.81,,,,46870.0,27326.036057423,,21.1
Tajikistan,TJK,2020,,,,,9749310.0,3653.95976759112,,30.2
Viet Nam,VNM,2020,3.79,,9.2,,98079191.0,11609.3177276423,1.3,7.6
West Bank and Gaza,PSE,2020,2.77,,8.8,,5069692.0,5956.28620064819,,28.4
Belgium,BEL,2021,2.26,0.04,0.9,0.28,11570844.0,60669.2137746534,0.0,5.8
Belize,BLZ,2021,3.52,0.25,18.7,0.35,395346.0,11716.3267818656,,45.5
Bermuda,BMU,2021,3.55,0.19,,0.3,64648.0,92319.6714861222,,
"Congo, Dem. Rep.",COD,2021,3.41,0.66,93.2,0.1,99148932.0,1402.38560295221,,75.9
Ecuador,ECU,2021,2.91,0.2,27.9,0.15,17682454.0,13507.4445638375,5.3,37.3
"Egypt, Arab Rep.",EGY,2021,4.01,0.1,28.1,0.13,110957008.0,15579.0160861551,1.4,28.5
Equatorial Guinea,GNQ,2021,4.08,0.21,61.1,0.27,1758786.0,16821.4486470413,,
Guinea,GIN,2021,3.72,0.42,45.1,0.13,13710513.0,3738.8051255133,,
Kazakhstan,KAZ,2021,2.59,0.08,6.3,0.12,19743603.0,32945.8515725823,0.0,2.4
Kyrgyz Republic,KGZ,2021,3.36,0.18,41.9,0.14,6820479.0,5736.47883415154,5.6,6.9
Liberia,LBR,2021,3.67,0.76,66.3,0.28,5259323.0,1539.20892304674,,81.2
Madagascar,MDG,2021,3.34,0.6,85.6,0.12,29691083.0,1577.43246056529,69.2,64.9
Malawi,MWI,2021,3.43,0.43,88.9,0.12,20047258.0,1687.59358179651,,82.4
Maldives,MDV,2021,3.39,0.07,9.7,0.32,516154.0,19052.6224904311,,13.4
Philippines,PHL,2021,3.73,0.21,52.8,0.27,113100950.0,8857.78995115514,8.1,37.4
Qatar,QAT,2021,2.35,0.19,1.6,0.19,2814982.0,116832.570294098,,
Sierra Leone,SLE,2021,3.08,0.58,63.7,0.14,8094602.0,2849.38865839009,,89.2
St. Vincent and the Grenadines,VCT,2021,4.87,0.2,,0.31,102841.0,16200.8994597845,,
Turks and Caicos Islands,TCA,2021,,,,,45243.0,25056.4880515569,,
Zambia,ZMB,2021,3.28,0.9,86.1,0.09,19603607.0,3503.03491418372,,47.9
Albania,ALB,2022,4.17,,14.2,,2827608.0,22138.4966146921,,32.2
Australia,AUS,2022,2.96,,3.4,,26200984.0,66103.1797066957,,12.9
Azerbaijan,AZE,2022,3.92,,1.2,,10295304.0,22548.5145929929,,12.2
Barbados,BRB,2022,,,,,282318.0,21952.2087434223,,31.1
Benin,BEN,2022,3.25,,58.8,,13759501.0,3843.54493453525,,63.3
Bhutan,BTN,2022,5.48,,4.7,,780914.0,15061.4232582306,0.0,
Bulgaria,BGR,2022,4.77,,27.9,,6825864.0,36320.2814407535,1.1,14.8
Cayman Islands,CYM,2022,4.36,,,,71591.0,82193.1801927387,,
Chile,CHL,2022,4.46,,42.5,,19553036.0,30918.9258262719,0.6,17.6
Cyprus,CYP,2022,3.5,,2.3,,1331370.0,55876.3828125,0.0,
Denmark,DNK,2022,2.79,,1.9,,5902904.0,78554.1217617983,0.2,7.1
Dominica,DMA,2022,5.68,,,,66826.0,18799.1022306558,,34.4
El Salvador,SLV,2022,,,,,6280319.0,11874.0814242931,5.2,46.9
Ireland,IRL,2022,2.58,,1.7,,5110016.0,138464.829172919,0.2,4.2
Kenya,KEN,2022,3.87,,77.8,,54252461.0,5882.29066433207,45.5,72.8
Lebanon,LBN,2022,5.58,,36.9,,5744489.0,12290.8925567636,5.8,40.1
Mauritius,MUS,2022,4.21,,20.7,,1276130.0,26783.5527116445,,31.2
Sint Maarten,SXM,2022,4.89,,,,42139.0,48752.9549877316,,
"Somalia, Fed. Rep.",SOM,2022,,,,,17801897.0,1486.23689665021,,
Sri Lanka,LKA,2022,4.87,,40.5,,22834965.0,14191.4051912109,,11.4
Togo,TGO,2022,3.5,,57.4,,8068616.0,3305.92970304109,,57.0
Trinidad and Tobago,TTO,2022,4.98,,33.4,,1495921.0,32973.632075038,,27.6
Angola,AGO,2023,4.72,,71.8,,36749906.0,9549.79313920752,,
Brunei Darussalam,BRN,2023,5.67,,,,458949.0,85102.6867427911,,
Burkina Faso,BFA,2023,3.55,,65.3,,23025776.0,2761.57633646549,,41.4
Cabo Verde,CPV,2023,3.69,,54.0,,522331.0,10250.5950245626,,32.1
Canada,CAN,2023,4.22,,2.9,,39299105.0,64962.1919440095,,10.2
Chad,TCD,2023,3.77,,65.4,,19319064.0,2703.06889886705,,66.3
Costa Rica,CRI,2023,4.72,,52.5,,5105525.0,29247.8937202355,1.5,15.4
Estonia,EST,2023,4.55,,10.1,,1367196.0,48848.1421016254,0.3,10.8
Eswatini,SWZ,2023,4.47,,69.5,,1230506.0,11309.1967529876,,59.0
Finland,FIN,2023,3.78,,2.0,,5601185.0,63466.8356113767,0.2,13.4
France,FRA,2023,3.93,,3.7,,66438822.0,60927.0361517867,0.1,8.4
"Gambia, The",GMB,2023,4.13,,44.8,,2697845.0,3291.84381275128,,54.8
Grenada,GRD,2023,5.58,,24.2,,117081.0,18986.3762946619,,17.3
Guyana,GUY,2023,6.64,,15.2,,826353.0,54774.145474106,,25.5
India,IND,2023,3.86,,43.1,,1438069596.0,9853.04309264591,,
Iraq,IRQ,2023,3.97,,25.4,,45074049.0,14664.5981923773,0.5,
Israel,ISR,2023,3.41,,22.5,,9256314.0,55301.43606891,,9.2
Italy,ITA,2023,4.22,,8.6,,59499453.0,60349.664512107,0.9,1.7
Latvia,LVA,2023,4.78,,17.5,,1882396.0,42783.8260226567,0.4,11.2
Lithuania,LTU,2023,4.2,,14.0,,2854099.0,52720.0689650863,1.1,6.5
Malaysia,MYS,2023,4.15,,1.9,,35126298.0,36496.9483630681,,16.7
Panama,PAN,2023,4.2,,54.3,,4458759.0,39846.2245506562,3.7,
Paraguay,PRY,2023,4.71,,24.6,,6844146.0,17585.0746806625,2.4,
Poland,POL,2023,4.27,,8.7,,38762844.0,48473.0940286419,0.2,3.4
Portugal,PRT,2023,4.1,,15.0,,10430738.0,49800.3476220918,0.4,11.9
Rwanda,RWA,2023,4.59,,76.8,,13954471.0,3518.91850615405,38.6,
Saudi Arabia,SAU,2023,2.96,,,,33264292.0,71623.785419098,,
South Africa,ZAF,2023,3.76,,57.5,,63212384.0,15212.2609596178,,20.7
St. Kitts and Nevis,KNA,2023,4.84,,,,46758.0,34007.6371717125,,
Tajikistan,TJK,2023,,,,,10389799.0,4967.6740543988,7.3,25.1
Viet Nam,VNM,2023,4.34,,8.6,,100352192.0,15033.899969483,,10.7
West Bank and Gaza,PSE,2023,3.16,,7.8,,5409202.0,6178.51270322198,2.1,27.0
Bahrain,BHR,2024,4.33,,,,1607049.0,67230.1000247874,,
Burundi,BDI,2024,4.55,,91.1,,14047786.0,1193.03528498996,,
Cambodia,KHM,2024,4.62,,,,17638801.0,7981.50816402382,,
China,CHN,2024,3.6,,12.9,,1419321278.0,27139.5181633767,,
Cote d'Ivoire,CIV,2024,3.59,,48.7,,31934230.0,7680.36980823038,,
Gabon,GAB,2024,4.64,,39.2,,2538952.0,21541.4112646776,,
Jamaica,JAM,2024,6.02,,27.1,,2839175.0,12908.9862451809,,
Jordan,JOR,2024,3.37,,2.3,,11552876.0,11916.3623210714,,
Malta,MLT,2024,5.17,,4.5,,539607.0,70062.9017440762,,
Mongolia,MNG,2024,7.06,,31.5,,3475540.0,19172.5295870282,,
Mozambique,MOZ,2024,4.14,,90.7,,34631766.0,1708.3035966667,,
Myanmar,MMR,2024,,,,,54500091.0,6006.17514543646,,
Oman,OMN,2024,3.03,,,,5281538.0,41800.7841364086,,
Peru,PER,2024,4.34,,35.8,,34217848.0,17881.8685833242,5.1,
Thailand,THA,2024,,,,,71668011.0,24909.2266037939,0.0,
United States,USA,2024,2.79,,4.6,,345426571.0,86169.6641581914,1.1,
Bahrain,BHR,2025,4.32,,,,1643332.0,70996.7821254802,,
Burundi,BDI,2025,4.65,,90.9,,14390003.0,1248.05425025467,,
Cambodia,KHM,2025,4.77,,,,17847982.0,8542.6965378612,,
China,CHN,2025,3.64,,11.3,,1416096094.0,29333.3311051433,,
Cote d'Ivoire,CIV,2025,3.64,,46.6,,32711547.0,8208.90898574972,,
Gabon,GAB,2025,4.78,,39.3,,2593130.0,22218.341068445,,
Jamaica,JAM,2025,6.21,,26.4,,2837077.0,13291.253767787,,
Jordan,JOR,2025,3.45,,2.2,,11520684.0,12631.6299394746,,
Malta,MLT,2025,5.37,,4.5,,545405.0,72210.3392223985,,
Mongolia,MNG,2025,7.28,,29.8,,3517100.0,20797.7652692242,,
Mozambique,MOZ,2025,4.49,,91.3,,35631653.0,1697.94109338132,,
Myanmar,MMR,2025,,,,,54850648.0,6011.53492175516,,
Oman,OMN,2025,3.07,,,,5494691.0,42295.1761223734,,
Peru,PER,2025,4.45,,34.8,,34576665.0,18816.1045522938,,
Thailand,THA,2025,,,,,71619863.0,26250.0723587304,,
United States,USA,2025,2.86,,4.5,,347275807.0,90026.5163005744,,
Antigua and Barbuda,ATG,2017,3.77,,,,90468.0,21422.0021576627,,
Argentina,ARG,2017,,,,,44288894.0,23385.0740904917,1.1,32.3
Aruba,ABW,2017,3.75,,,,105731.0,37524.9149203557,,
Austria,AUT,2017,2.06,,2.5,,8798778.0,53869.8321183556,0.3,4.4
Botswana,BWA,2017,3.01,,61.9,,2266747.0,15700.6650479641,,53.4
British Virgin Islands,VGB,2017,3.45,,,,32699.0,,,
Cameroon,CMR,2017,2.6,,50.8,,24128601.0,3767.43072883824,,58.0
Colombia,COL,2017,2.84,,36.7,,48131078.0,14400.6139849314,9.5,24.9
Croatia,HRV,2017,3.31,,32.6,,4079200.0,27887.4600052514,0.6,7.8
Ethiopia,ETH,2017,2.94,,65.7,,109666481.0,2004.74755633129,,59.4
Guinea-Bissau,GNB,2017,3.01,,69.4,,1877072.0,2081.81287227685,,61.7
Montenegro,MNE,2017,3.21,,18.5,,620114.0,19356.6672508566,4.6,12.0
Niger,NER,2017,3.25,,86.5,,21435446.0,1226.9587833573,,50.0
Romania,ROU,2017,2.79,,55.9,,19689401.0,26943.28718432,4.9,14.7
Serbia,SRB,2017,3.56,,26.8,,8841626.0,17285.4135238265,6.6,12.5
Slovak Republic,SVK,2017,2.46,,22.8,,5435700.0,30245.7825869756,0.6,5.0
United Arab Emirates,ARE,2017,2.46,,3.7,,9234327.0,70281.8969423807,,
Uruguay,URY,2017,2.78,,30.7,,3388438.0,23606.6429970705,0.1,
Uzbekistan,UZB,2017,4.11,,22.9,,31819178.0,8106.62280505191,,14.9
Belgium,BEL,2018,2.07,,1.4,,11428605.0,52466.7330784599,0.1,
Belize,BLZ,2018,2.69,,21.7,,380226.0,9497.23480443418,1.0,
Bermuda,BMU,2018,2.94,,,,63831.0,85978.2177227009,,
"Congo, Dem. Rep.",COD,2018,3.44,,93.7,,90047644.0,1048.86502855672,,
Ecuador,ECU,2018,2.54,,24.4,,17049547.0,12186.8846084388,4.7,29.2
"Egypt, Arab Rep.",EGY,2018,4.02,,41.3,,105682094.0,12329.2446781436,,31.2
Equatorial Guinea,GNQ,2018,3.77,,56.9,,1616422.0,18413.1294204577,,
Guinea,GIN,2018,2.84,,46.4,,12704774.0,2844.46427670549,11.7,
Kazakhstan,KAZ,2018,2.13,,7.9,,18932727.0,25096.1285862615,0.1,2.4
Kyrgyz Republic,KGZ,2018,2.98,,38.8,,6341732.0,4777.94175395575,5.9,6.3
Liberia,LBR,2018,3.3,,65.0,,4944726.0,1799.72751397748,,
Madagascar,MDG,2018,3.18,,83.1,,27494926.0,1546.59563549795,,58.0
Malawi,MWI,2018,2.52,,86.4,,18528081.0,1363.79445595088,,78.8
Maldives,MDV,2018,3.34,,6.8,,473099.0,21899.4292993843,,
Philippines,PHL,2018,3.4,,48.4,,109465287.0,8357.74357934219,8.3,41.2
Qatar,QAT,2018,2.43,,1.7,,2761142.0,110032.713236323,,
Sierra Leone,SLE,2018,2.8,,65.3,,7554563.0,2640.47566787646,41.5,83.0
St. Vincent and the Grenadines,VCT,2018,4.44,,,,104926.0,14689.8500710886,,33.3
Turks and Caicos Islands,TCA,2018,,,,,41559.0,31151.4748574464,,
Zambia,ZMB,2018,2.79,,83.1,,17973569.0,3442.27307196302,,54.2
Armenia,ARM,2019,3.44,,55.5,,2903972.0,14975.7539538157,2.4,11.7
Belarus,BLR,2019,3.19,,3.1,,9435419.0,22301.5932411839,0.0,1.4
Brazil,BRA,2019,3.39,,27.3,,207455459.0,16069.8380152627,7.0,15.8
Central African Republic,CAF,2019,3.19,,85.9,,4944703.0,984.843183678857,,
Comoros,COM,2019,4.43,,56.2,,786578.0,3312.74957050545,,
"Congo, Rep.",COG,2019,3.24,,73.9,,5616661.0,5719.59977338291,,
Honduras,HND,2019,3.65,,39.5,,9943633.0,5784.93081057111,18.8,45.6
Hungary,HUN,2019,3.6,,34.2,,9770346.0,35627.2315520858,,8.6
"Iran, Islamic Rep.",IRN,2019,3.35,,41.2,,87051648.0,13927.5128074328,4.3,42.5
Japan,JPN,2019,5.57,,16.1,,126699424.0,43743.5313931194,1.3,3.4
Kuwait,KWT,2019,2.19,,,,4442194.0,50703.0001343301,,12.3
Mauritania,MRT,2019,4.02,,50.4,,4467708.0,5610.13236713892,10.2,41.2
Morocco,MAR,2019,2.47,,12.3,,36210898.0,8046.22900390625,,
Namibia,NAM,2019,3.33,,46.7,,2650494.0,9609.48555672874,,57.6
Netherlands,NLD,2019,2.4,,1.8,,17537507.0,62345.2538465433,0.1,4.6
New Zealand,NZL,2019,2.7,,,,4989403.0,45295.8241222088,,14.0
Norway,NOR,2019,3.53,,1.5,,5347730.0,73630.0721860814,0.2,4.1
Russian Federation,RUS,2019,2.45,,21.2,,146533067.0,30963.853515625,0.3,6.0
Seychelles,SYC,2019,3.53,,44.7,,117650.0,34219.061370118,,
Slovenia,SVN,2019,2.85,,2.7,,2083439.0,42373.2506369279,0.0,8.2
Sudan,SDN,2019,,,,,45548175.0,3914.2255859375,,
Sweden,SWE,2019,2.91,,4.3,,10279125.0,56909.753155728,0.4,5.3
Switzerland,CHE,2019,2.55,,1.7,,8577524.0,75267.0079269626,0.0,2.0
