Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of a healthy diet in PPP dollars [CoHD_PPP],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Population [Pop],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop]
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2018,YR2018,3,..,60,2299141,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2019,YR2019,3.04,..,59.4,2332083,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2020,YR2020,3.21,..,59.5,2365894,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2021,YR2021,3.41,0.22,59.2,2401441,..,0.17
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2022,YR2022,3.62,..,58.7,2439892,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2023,YR2023,4.01,..,58.7,2480244,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2024,YR2024,4.21,..,59,2521139,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Botswana,BWA,2025,YR2025,4.44,..,59.9,2562122,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2017,YR2017,3.15,..,28.8,204703445,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2018,YR2018,3.23,..,27.7,206107261,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2019,YR2019,3.39,..,27.3,207455459,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2020,YR2020,3.69,..,20.8,208660842,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2021,YR2021,3.97,0.24,31.2,209550294,..,0.17
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2022,YR2022,4.39,..,26.4,210306415,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2023,YR2023,4.55,..,24.1,211140729,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2024,YR2024,4.69,..,21.4,211998573,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brazil,BRA,2025,YR2025,4.89,..,21.1,212812405,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2017,YR2017,3.45,..,..,32699,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2018,YR2018,3.51,..,..,34657,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2019,YR2019,3.61,..,..,36395,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2020,YR2020,3.74,..,..,37135,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2021,YR2021,3.94,0.15,..,37809,..,0.25
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2022,YR2022,5.15,..,..,38319,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2023,YR2023,5.61,..,..,38985,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2024,YR2024,5.96,..,..,39471,..,..
Food Prices for Nutrition 5.0,FPN 5.0,British Virgin Islands,VGB,2025,YR2025,6.42,..,..,39732,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2017,YR2017,4.11,..,..,432772,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2018,YR2018,4.26,..,..,437810,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2019,YR2019,4.36,..,..,442680,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2020,YR2020,4.55,..,..,447404,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2021,YR2021,4.86,0.12,..,451721,..,0.27
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2022,YR2022,5.32,..,..,455370,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2023,YR2023,5.67,..,..,458949,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2024,YR2024,5.89,..,..,462721,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Brunei Darussalam,BRN,2025,YR2025,6.04,..,..,466330,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2017,YR2017,3.39,..,51.7,7075636,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2018,YR2018,3.47,..,43.4,7024745,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2019,YR2019,3.67,..,40.4,6975469,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2020,YR2020,3.8,..,34.4,6933652,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2021,YR2021,3.93,0.09,35,6877225,..,0.22
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2022,YR2022,4.77,..,27.9,6825864,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2023,YR2023,5.51,..,24.8,6795803,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2024,YR2024,5.52,..,23.1,6757689,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Bulgaria,BGR,2025,YR2025,5.75,..,20.7,6714560,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2017,YR2017,2.77,..,68.4,19894407,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2018,YR2018,2.82,..,65.5,20438288,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2019,YR2019,2.72,..,62.6,20961952,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2020,YR2020,2.8,..,63.2,21478690,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2021,YR2021,2.97,0.48,62.7,21995243,..,0.19
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2022,YR2022,3.48,..,66.6,22509038,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2023,YR2023,3.55,..,65.3,23025776,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2024,YR2024,3.73,..,65.1,23548781,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burkina Faso,BFA,2025,YR2025,3.92,..,65.5,24074580,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2017,YR2017,3.4,..,90.6,11506762,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2018,YR2018,3.12,..,88.6,11859446,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2019,YR2019,3.1,..,88,12255336,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2020,YR2020,3.33,..,89.5,12617036,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2021,YR2021,3.54,0.99,89.7,12965481,..,0.12
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2022,YR2022,4,..,90.5,13321097,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2023,YR2023,4.5,..,91.5,13689450,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2024,YR2024,4.55,..,91.1,14047786,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Burundi,BDI,2025,YR2025,4.65,..,90.9,14390003,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2017,YR2017,3.16,..,56.5,512893,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2018,YR2018,2.92,..,54.8,513415,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2019,YR2019,2.86,..,52.3,514104,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2020,YR2020,2.83,..,60.6,514679,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2021,YR2021,2.92,0.14,58.4,516649,..,0.33
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2022,YR2022,3.38,..,54.5,519741,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2023,YR2023,3.69,..,54,522331,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2024,YR2024,3.8,..,51,524877,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cabo Verde,CPV,2025,YR2025,3.88,..,49.3,527326,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2017,YR2017,3.55,..,..,16073372,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2018,YR2018,3.62,..,..,16274522,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2019,YR2019,3.68,..,..,16481304,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2020,YR2020,3.84,..,..,16725474,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2021,YR2021,3.95,0.34,..,16974305,..,0.26
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2022,YR2022,4.25,..,..,17201724,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2023,YR2023,4.47,..,..,17423880,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2024,YR2024,4.62,..,..,17638801,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cambodia,KHM,2025,YR2025,4.77,..,..,17847982,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2017,YR2017,2.6,..,50.8,24128601,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2018,YR2018,2.74,..,50.6,24806383,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2019,YR2019,2.9,..,50.8,25506095,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2020,YR2020,3.1,..,52.1,26210558,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2021,YR2021,3.41,0.36,52.6,26915758,..,0.12
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2022,YR2022,3.91,..,54.1,27632771,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2023,YR2023,4.2,..,55,28372687,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2024,YR2024,4.36,..,55,29123744,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cameroon,CMR,2025,YR2025,4.58,..,55.3,29879337,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2017,YR2017,3.08,..,3.7,36808497,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2018,YR2018,3.13,..,3.3,37295005,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2019,YR2019,3.19,..,3,37782935,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2020,YR2020,3.33,..,1.4,38171902,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2021,YR2021,3.52,0.11,1.8,38454057,..,0.25
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2022,YR2022,3.91,..,2.8,38821259,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2023,YR2023,4.22,..,2.9,39299105,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2024,YR2024,4.27,..,3,39742430,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Canada,CAN,2025,YR2025,4.46,..,3,40126723,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2017,YR2017,3.5,..,..,64535,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2018,YR2018,3.64,..,..,65941,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2019,YR2019,3.61,..,..,67327,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2020,YR2020,3.81,..,..,68684,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2021,YR2021,4.09,0.13,..,70108,..,0.22
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2022,YR2022,4.36,..,..,71591,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2023,YR2023,4.58,..,..,73038,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2024,YR2024,4.65,..,..,74457,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cayman Islands,CYM,2025,YR2025,4.8,..,..,75844,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2017,YR2017,2.92,..,86.1,4793511,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2018,YR2018,3.05,..,86.1,4878657,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2019,YR2019,3.19,..,85.9,4944703,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2020,YR2020,3.35,..,86.4,5026628,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2021,YR2021,3.63,0.77,87.1,5112100,..,0.26
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2022,YR2022,3.94,..,87.1,5098039,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2023,YR2023,4.13,..,87.2,5152421,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2024,YR2024,4.25,..,87.5,5330690,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Central African Republic,CAF,2025,YR2025,4.34,..,87.6,5513282,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2017,YR2017,2.82,..,67.2,15622759,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2018,YR2018,2.8,..,63.4,16156531,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2019,YR2019,2.8,..,59.6,16685223,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2020,YR2020,2.95,..,62.2,17224679,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2021,YR2021,3.04,0.5,62,17828273,..,0.14
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2022,YR2022,3.49,..,63.4,18455316,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2023,YR2023,3.77,..,65.4,19319064,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2024,YR2024,3.95,..,66.7,20299123,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chad,TCD,2025,YR2025,4.07,..,66.6,21003705,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2017,YR2017,3.38,..,50.1,18558868,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2018,YR2018,3.52,..,47.9,18893191,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2019,YR2019,3.67,..,47.5,19197744,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2020,YR2020,3.79,..,51.7,19370624,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2021,YR2021,3.87,0.09,44.5,19456334,..,0.27
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2022,YR2022,4.46,..,42.5,19553036,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2023,YR2023,5.2,..,42.3,19658835,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2024,YR2024,5.54,..,38.1,19764771,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Chile,CHL,2025,YR2025,5.65,..,36.8,19859921,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2017,YR2017,2.62,..,28.8,1412354727,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2018,YR2018,2.63,..,24.9,1419008956,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2019,YR2019,2.85,..,22.9,1423520357,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2020,YR2020,3.16,..,24.8,1426106093,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2021,YR2021,3.13,0.23,16.6,1426437267,..,0.19
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2022,YR2022,3.41,..,17.4,1425179569,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2023,YR2023,3.53,..,14.5,1422584933,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2024,YR2024,3.6,..,12.9,1419321278,..,..
Food Prices for Nutrition 5.0,FPN 5.0,China,CHN,2025,YR2025,3.64,..,11.3,1416096094,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2017,YR2017,2.84,..,36.7,48131078,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2018,YR2018,2.87,..,36.6,49024465,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2019,YR2019,2.95,..,37.7,49907985,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2020,YR2020,3.15,..,44.9,50629997,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2021,YR2021,3.3,0.18,41.3,51188173,..,0.24
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2022,YR2022,4.12,..,39.8,51737944,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2023,YR2023,4.82,..,39.3,52321152,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2024,YR2024,4.9,..,36.6,52886363,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Colombia,COL,2025,YR2025,5.04,..,35.9,53425635,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2017,YR2017,4.47,..,59.2,756669,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2018,YR2018,4.43,..,57.1,771590,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2019,YR2019,4.43,..,56.2,786578,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2020,YR2020,4.37,..,55.4,802163,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2021,YR2021,4.48,0.32,54.5,818174,..,0.26
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2022,YR2022,4.85,..,53.2,834188,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2023,YR2023,4.97,..,49.8,850387,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2024,YR2024,5.24,..,48.5,866628,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Comoros,COM,2025,YR2025,5.47,..,48.6,882847,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2017,YR2017,4.25,..,95.8,87083398,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2018,YR2018,3.44,..,93.7,90047644,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2019,YR2019,3.56,..,93.2,92947442,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2020,YR2020,3.44,..,93.7,95989998,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2021,YR2021,3.41,0.66,93.2,99148932,..,0.1
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2022,YR2022,3.37,..,92.4,102396968,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2023,YR2023,3.19,..,91.5,105789731,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2024,YR2024,2.77,..,90.8,109276265,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Dem. Rep.",COD,2025,YR2025,2.66,..,90.1,112832473,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2017,YR2017,3.04,..,73.3,5351011,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2018,YR2018,3.16,..,74,5483118,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2019,YR2019,3.24,..,73.9,5616661,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2020,YR2020,3.43,..,76.2,5752791,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2021,YR2021,3.74,0.5,77.1,5892183,..,0.21
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2022,YR2022,4.16,..,78.2,6035104,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2023,YR2023,4.33,..,78.2,6182885,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2024,YR2024,4.43,..,78.1,6332961,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Congo, Rep.",COG,2025,YR2025,4.48,..,77.3,6484437,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2017,YR2017,3.54,..,53.6,4913177,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2018,YR2018,3.58,..,53.7,4957818,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2019,YR2019,3.67,..,54.7,4999553,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2020,YR2020,3.56,..,61.4,5034320,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2021,YR2021,3.7,0.17,55.2,5059988,..,0.23
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2022,YR2022,4.17,..,56.4,5081765,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2023,YR2023,4.72,..,52.5,5105525,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2024,YR2024,4.84,..,47.5,5129910,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Costa Rica,CRI,2025,YR2025,5.04,..,41.8,5152950,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2017,YR2017,2.66,..,56.4,26733372,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2018,YR2018,2.69,..,52.1,27464173,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2019,YR2019,2.66,..,46.8,28193009,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2020,YR2020,2.73,..,49.7,28915449,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2021,YR2021,2.91,0.28,50.5,29639736,..,0.11
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2022,YR2022,3.25,..,51.1,30395002,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2023,YR2023,3.45,..,50,31165654,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2024,YR2024,3.59,..,48.7,31934230,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cote d'Ivoire,CIV,2025,YR2025,3.64,..,46.6,32711547,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2017,YR2017,3.31,..,32.6,4079200,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2018,YR2018,3.36,..,27.6,4024868,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2019,YR2019,3.44,..,23.5,3986334,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2020,YR2020,3.53,..,23,3953958,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2021,YR2021,3.71,0.09,18.4,3924610,..,0.24
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2022,YR2022,4.25,..,18.5,3907027,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2023,YR2023,4.82,..,14.3,3896023,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2024,YR2024,4.89,..,12.9,3875325,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Croatia,HRV,2025,YR2025,5.09,..,12,3848160,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2017,YR2017,2.95,..,..,168516,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2018,YR2018,3.13,..,..,181583,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2019,YR2019,3.35,..,..,189543,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2020,YR2020,3.65,..,..,185018,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2021,YR2021,4,0.23,..,185315,..,0.24
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2022,YR2022,4.45,..,..,185345,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2023,YR2023,5.07,..,..,185427,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2024,YR2024,5.42,..,..,185482,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Curacao,CUW,2025,YR2025,5.02,..,..,185487,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2017,YR2017,2.89,..,5.5,1254275,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2018,YR2018,2.93,..,3.3,1270737,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2019,YR2019,3.04,..,3,1286671,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2020,YR2020,3.14,..,3,1302247,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2021,YR2021,3.1,0.11,2.6,1317309,..,0.23
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2022,YR2022,3.5,..,2.3,1331370,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2023,YR2023,3.94,..,1.8,1344976,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2024,YR2024,4.08,..,1.7,1358282,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Cyprus,CYP,2025,YR2025,4.18,..,1.5,1370754,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2017,YR2017,2.81,..,5.7,10541342,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2018,YR2018,2.83,..,5.1,10548937,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2019,YR2019,2.97,..,4.2,10554875,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2020,YR2020,3,..,4.4,10550129,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2021,YR2021,2.9,0.06,4.2,10530683,..,0.25
