Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of a healthy diet in PPP dollars [CoHD_PPP],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Population [Pop],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop]
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2022,YR2022,3.42,..,5.5,10673213,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2023,YR2023,3.94,..,6.4,10809716,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2024,YR2024,3.81,..,6.1,10735859,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Czechia,CZE,2025,YR2025,3.99,..,5.8,10609239,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2017,YR2017,2.2,..,0.9,5765168,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2018,YR2018,2.26,..,1.2,5793824,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2019,YR2019,2.34,..,1.2,5814618,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2020,YR2020,2.41,..,1.3,5831530,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2021,YR2021,2.49,0.04,0.9,5856776,..,0.26
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2022,YR2022,2.79,..,1.9,5902904,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2023,YR2023,3.21,..,1.4,5948136,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2024,YR2024,3.28,..,1.3,5977412,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Denmark,DNK,2025,YR2025,3.47,..,1.3,6002507,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2017,YR2017,2.93,..,56.8,1054841,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2018,YR2018,3.08,..,55.7,1071882,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2019,YR2019,3.31,..,55.3,1088709,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2020,YR2020,3.54,..,56.5,1105188,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2021,YR2021,3.65,0.22,55.4,1121248,..,0.19
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2022,YR2022,4.33,..,55.8,1137096,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2023,YR2023,4.5,..,54.2,1152944,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2024,YR2024,4.75,..,52.2,1168722,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Djibouti,DJI,2025,YR2025,4.84,..,49.8,1184076,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2017,YR2017,4.18,..,..,68496,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2018,YR2018,4.43,..,..,68174,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2019,YR2019,4.63,..,..,67880,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2020,YR2020,5.03,..,..,67573,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2021,YR2021,5.26,0.19,..,67202,..,0.31
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2022,YR2022,5.68,..,..,66826,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2023,YR2023,6.15,..,..,66510,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2024,YR2024,6.46,..,..,66205,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominica,DMA,2025,YR2025,6.69,..,..,65871,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2017,YR2017,3.39,..,26,10666843,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2018,YR2018,3.48,..,22.6,10782053,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2019,YR2019,3.74,..,21.2,10894043,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2020,YR2020,4.05,..,25,11008300,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2021,YR2021,4.41,0.14,25.4,11123476,..,0.22
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2022,YR2022,4.87,..,23.9,11230734,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2023,YR2023,5.21,..,20.5,11331265,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2024,YR2024,5.4,..,16.8,11427557,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Dominican Republic,DOM,2025,YR2025,5.6,..,16.2,11520487,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2017,YR2017,3.61,..,33.1,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2018,YR2018,3.72,..,30.4,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2019,YR2019,3.85,..,28.8,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2020,YR2020,4.04,..,30.3,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2021,YR2021,4.18,0.19,25.3,..,..,0.23
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2022,YR2022,4.55,..,25.7,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2023,YR2023,4.9,..,23.9,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2024,YR2024,5.09,..,22.8,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,East Asia & Pacific,EAS,2025,YR2025,5.3,..,21.6,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2017,YR2017,2.5,..,23.7,16759519,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2018,YR2018,2.54,..,24.4,17049547,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2019,YR2019,2.63,..,25.5,17340021,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2020,YR2020,2.77,..,30.9,17546065,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2021,YR2021,2.91,0.2,27.9,17682454,..,0.15
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2022,YR2022,3.2,..,26.4,17823897,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2023,YR2023,3.44,..,26.6,17980083,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2024,YR2024,3.56,..,28.7,18135478,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ecuador,ECU,2025,YR2025,3.66,..,25.7,18289896,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2017,YR2017,3.81,..,40.2,103696057,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2018,YR2018,4.02,..,41.3,105682094,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2019,YR2019,3.98,..,36.8,107553158,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2020,YR2020,3.88,..,31,109315124,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2021,YR2021,4.01,0.1,28.1,110957008,..,0.13
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2022,YR2022,4.69,..,30.7,112618250,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2023,YR2023,5.96,..,42.7,114535772,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2024,YR2024,6.39,..,45.4,116538258,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Egypt, Arab Rep.",EGY,2025,YR2025,6.06,..,38.5,118365995,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2017,YR2017,..,..,..,6213533,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2018,YR2018,..,..,..,6219807,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2019,YR2019,..,..,..,6222318,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2020,YR2020,..,..,..,6234673,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2021,YR2021,..,0.27,..,6255782,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2022,YR2022,..,..,..,6280319,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2023,YR2023,..,..,..,6309624,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2024,YR2024,..,..,..,6338193,..,..
Food Prices for Nutrition 5.0,FPN 5.0,El Salvador,SLV,2025,YR2025,..,..,..,6365503,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2017,YR2017,3.7,..,57,1562396,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2018,YR2018,3.77,..,56.9,1616422,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2019,YR2019,3.81,..,56.8,1670177,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2020,YR2020,3.93,..,61.2,1716468,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2021,YR2021,4.08,0.21,61.1,1758786,..,0.27
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2022,YR2022,4.43,..,60.7,1803545,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2023,YR2023,4.6,..,60,1847549,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2024,YR2024,4.79,..,61.9,1892516,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Equatorial Guinea,GNQ,2025,YR2025,4.88,..,63.2,1938431,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2017,YR2017,3.14,..,13.7,1317425,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2018,YR2018,3.21,..,11.9,1321965,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2019,YR2019,3.35,..,10.1,1326822,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2020,YR2020,3.43,..,9.2,1329669,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2021,YR2021,3.34,0.05,6.4,1331749,..,0.24
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2022,YR2022,3.81,..,11.2,1350091,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2023,YR2023,4.55,..,10.1,1367196,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2024,YR2024,4.67,..,10.2,1360546,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Estonia,EST,2025,YR2025,4.89,..,10.2,1344232,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2017,YR2017,3.36,..,69.3,1158195,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2018,YR2018,3.26,..,68.5,1168929,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2019,YR2019,3.35,..,67.1,1179874,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2020,YR2020,3.49,..,68.1,1192729,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2021,YR2021,3.8,0.19,67.7,1206593,..,0.23
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2022,YR2022,4.05,..,68.6,1218917,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2023,YR2023,4.47,..,69.5,1230506,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2024,YR2024,4.69,..,69.1,1242822,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Eswatini,SWZ,2025,YR2025,4.95,..,68.1,1256174,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2017,YR2017,2.94,..,65.7,109666481,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2018,YR2018,3.04,..,65.3,112664152,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2019,YR2019,3.27,..,67.9,115737383,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2020,YR2020,3.52,..,70.9,118917671,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2021,YR2021,3.88,0.37,74.7,122138588,..,0.1
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2022,YR2022,4.29,..,74.5,125384287,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2023,YR2023,4.45,..,72.3,128691692,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2024,YR2024,4.67,..,70.9,132059767,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ethiopia,ETH,2025,YR2025,4.75,..,67.9,135472051,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2017,YR2017,2.83,..,14.9,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2018,YR2018,2.88,..,13.7,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2019,YR2019,3.02,..,12.8,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2020,YR2020,3.11,..,12.2,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2021,YR2021,3.2,0.09,11.7,..,..,0.23
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2022,YR2022,3.68,..,11.2,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2023,YR2023,4.14,..,9.6,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2024,YR2024,4.19,..,8.7,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Europe & Central Asia,ECS,2025,YR2025,4.34,..,8.2,..,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2017,YR2017,3.2,..,50.6,918759,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2018,YR2018,3.27,..,52.5,917180,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2019,YR2019,3.41,..,57.5,914899,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2020,YR2020,3.48,..,66.6,914963,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2021,YR2021,3.81,0.14,70.1,916711,..,0.26
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2022,YR2022,4.12,..,63.8,919422,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2023,YR2023,4.47,..,61.1,924145,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2024,YR2024,4.75,..,60.5,928784,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Fiji,FJI,2025,YR2025,4.75,..,58,933154,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2017,YR2017,2.53,..,1.1,5508396,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2018,YR2018,2.61,..,1.3,5515736,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2019,YR2019,2.72,..,1,5521759,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2020,YR2020,2.81,..,0.8,5529612,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2021,YR2021,2.87,0.04,1.1,5541075,..,0.31
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2022,YR2022,3.33,..,1.4,5569299,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2023,YR2023,3.78,..,2,5601185,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2024,YR2024,3.82,..,2,5617310,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Finland,FIN,2025,YR2025,4,..,2,5623329,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2017,YR2017,2.58,..,2.3,65284776,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2018,YR2018,2.66,..,2.5,65519543,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2019,YR2019,2.83,..,3.8,65729459,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2020,YR2020,2.94,..,3.2,65905277,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2021,YR2021,2.96,0.04,3.6,66083548,..,0.31
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2022,YR2022,3.38,..,3.5,66277409,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2023,YR2023,3.93,..,3.7,66438822,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2024,YR2024,4,..,3.6,66548530,..,..
Food Prices for Nutrition 5.0,FPN 5.0,France,FRA,2025,YR2025,4.12,..,3.5,66650804,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2017,YR2017,3.24,..,32.8,2156900,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2018,YR2018,3.31,..,33.7,2212318,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2019,YR2019,3.44,..,34.5,2267706,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2020,YR2020,3.6,..,36.1,2322539,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2021,YR2021,3.81,0.26,37.2,2376722,..,0.29
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2022,YR2022,4.18,..,38.7,2430747,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2023,YR2023,4.45,..,39.3,2484789,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2024,YR2024,4.64,..,39.2,2538952,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Gabon,GAB,2025,YR2025,4.78,..,39.3,2593130,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2017,YR2017,2.69,..,43.6,2342189,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2018,YR2018,2.86,..,42.7,2399632,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2019,YR2019,2.98,..,42.1,2456844,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2020,YR2020,3.18,..,44.8,2515733,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2021,YR2021,3.45,0.46,44.7,2576010,..,0.11
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2022,YR2022,3.81,..,44.5,2636470,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2023,YR2023,4.13,..,44.8,2697845,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2024,YR2024,4.38,..,45,2759988,..,..
Food Prices for Nutrition 5.0,FPN 5.0,"Gambia, The",GMB,2025,YR2025,4.49,..,43.7,2822093,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2017,YR2017,2.64,..,2.8,83104007,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2018,YR2018,2.77,..,2.5,83368505,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2019,YR2019,2.87,..,2.6,83559186,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2020,YR2020,2.97,..,2.5,83628708,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2021,YR2021,3.1,0.05,3.5,83697083,..,0.28
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2022,YR2022,3.59,..,5,84086227,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2023,YR2023,4.14,..,5.2,84548231,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2024,YR2024,4.22,..,5.3,84552242,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Germany,DEU,2025,YR2025,4.35,..,5.3,84075075,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2017,YR2017,3.54,..,67.2,30008354,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2018,YR2018,3.51,..,66.1,30637585,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2019,YR2019,3.48,..,64.8,31258945,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2020,YR2020,3.46,..,65.6,31887809,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2021,YR2021,3.5,0.28,64.7,32518665,..,0.13
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2022,YR2022,3.83,..,64.7,33149152,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2023,YR2023,4.29,..,66.4,33787914,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2024,YR2024,4.49,..,65.8,34427414,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Ghana,GHA,2025,YR2025,4.65,..,65.8,35064272,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2017,YR2017,2.93,..,35.7,10753533,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2018,YR2018,2.99,..,33.3,10730844,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2019,YR2019,3.1,..,28.4,10718576,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2020,YR2020,3.13,..,28.7,10699369,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2021,YR2021,3.25,0.07,25.3,10579561,..,0.25
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2022,YR2022,3.79,..,25.5,10412480,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2023,YR2023,4.44,..,24.6,10242908,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2024,YR2024,4.55,..,23.8,10047817,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Greece,GRC,2025,YR2025,4.65,..,22.7,9938844,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2017,YR2017,4.43,..,23.4,115438,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2018,YR2018,4.5,..,22.2,115691,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2019,YR2019,4.44,..,22.2,115981,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2020,YR2020,4.51,..,29.4,116341,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2021,YR2021,4.59,0.17,27.9,116688,..,0.28
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2022,YR2022,5.11,..,25.4,116913,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2023,YR2023,5.58,..,24.2,117081,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2024,YR2024,5.83,..,23.2,117207,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Grenada,GRD,2025,YR2025,6.01,..,22.9,117303,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2017,YR2017,2.88,..,45.5,16567357,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2018,YR2018,3.13,..,46.6,16845685,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2019,YR2019,3.45,..,47.3,17103803,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2020,YR2020,3.74,..,50.9,17357325,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2021,YR2021,4.01,0.18,48.7,17598650,..,0.16
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2022,YR2022,4.43,..,49.2,17847877,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2023,YR2023,4.78,..,50,18124838,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2024,YR2024,5.03,..,48.6,18406359,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guatemala,GTM,2025,YR2025,5.18,..,47.3,18687881,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2017,YR2017,2.59,..,47.1,12385659,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2018,YR2018,2.84,..,46.4,12704774,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2019,YR2019,3.05,..,45.4,13034346,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2020,YR2020,3.36,..,45.4,13371183,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2021,YR2021,3.72,0.42,45.1,13710513,..,0.13
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2022,YR2022,4.14,..,45.9,14055137,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2023,YR2023,4.65,..,48.6,14405468,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2024,YR2024,5.1,..,50.4,14754785,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea,GIN,2025,YR2025,5.33,..,50.3,15099727,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2017,YR2017,3.01,..,69.4,1877072,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2018,YR2018,3.04,..,65.8,1922168,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2019,YR2019,3.14,..,62.7,1967696,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2020,YR2020,3.24,..,65.1,2013255,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2021,YR2021,3.45,0.36,67,2058841,..,0.25
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2022,YR2022,3.74,..,67,2105529,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2023,YR2023,3.98,..,66.6,2153339,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2024,YR2024,4.09,..,65.5,2201352,..,..
Food Prices for Nutrition 5.0,FPN 5.0,Guinea-Bissau,GNB,2025,YR2025,4.38,..,66.4,2249515,..,..
